[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, create_zip_archive, wrapup
[2025-02-10 09:22:13] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-02-10 09:22:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-02-10 09:22:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-02-10 09:22:14] [class-ss-setup-task.php:33] Creating archive directory: /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/
[2025-02-10 09:22:14] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/assignment/wordpress/
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5482db81-9nvqIN.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=315
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css?simply_static_page=315
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5482db81-9nvqIN.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-contact-buttons-vars-rtl.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:1b39d419b8bc8d21e5944fe62728a0944bfac118===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:35; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5482e774-RyhBFE.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?simply_static_page=316
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css?simply_static_page=316
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 10310 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5482e774-RyhBFE.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-icon-list.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:25b302e72745607265018128c34dff5d8da0ea7b===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:34; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5482f2fb-il29Ap.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5.min.css?simply_static_page=317
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5.min.css?simply_static_page=317
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 1668 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5482f2fb-il29Ap.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-link-in-bio-var-5.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:49eeb52711943b6ca2ac5d86d02e1caca64c918c===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:33; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5482fe4b-W3k66f.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css?simply_static_page=318
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css?simply_static_page=318
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 2459 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5482fe4b-W3k66f.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-image-gallery-rtl.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:532c7a64b21a8c7a4bb5ffffb0aa7d88f35a1236===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:32; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c548308e9-Uoilce.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor.min.css?simply_static_page=319
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor.min.css?simply_static_page=319
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 172186 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/editor.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c548308e9-Uoilce.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/editor.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 2 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:ee1958bd4e6e802278e7efebe4f98c9a9bd9f4b5===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-rating.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:31; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c5483232d-XB1Bx6.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-rating.min.css?simply_static_page=320
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-rating.min.css?simply_static_page=320
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 1322 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-rating.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c5483232d-XB1Bx6.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-rating.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:dd99d34efe15b3f5970662f7da73723086b75305===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-accordion-rtl.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:30; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54832ebc-9NqtAO.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-accordion-rtl.min.css?simply_static_page=321
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-accordion-rtl.min.css?simply_static_page=321
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 5164 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-nested-accordion-rtl.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54832ebc-9NqtAO.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-nested-accordion-rtl.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:26053117a4ff45c00f80efcd2a0f81a4a7c38b07===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:29; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54833989-MJb3h3.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css?simply_static_page=322
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css?simply_static_page=322
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 14858 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54833989-MJb3h3.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-nested-tabs.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:e3fc3c374c180d19e4f58a7296e3a989baca9841===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-carousel-rtl.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:28; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54834584-gtwXYL.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-carousel-rtl.min.css?simply_static_page=323
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-image-carousel-rtl.min.css?simply_static_page=323
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 382 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-image-carousel-rtl.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54834584-gtwXYL.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-image-carousel-rtl.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:4d7f18b15cf14d527c00e71e04938ca30d92660a===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:27; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54834fe3-UcEDFz.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=324
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css?simply_static_page=324
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54834fe3-UcEDFz.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:fb89aed51605a2da5549ca0fa1ffc5b38f33481a===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-vars.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:26; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54835bac-zerbda.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-vars.min.css?simply_static_page=325
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-link-in-bio-vars.min.css?simply_static_page=325
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-link-in-bio-vars.min.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c54835bac-zerbda.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/widget-link-in-bio-vars.min.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:1b39d419b8bc8d21e5944fe62728a0944bfac118===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-rtl.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:25; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c548366b2-zRwkpc.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-rtl.css?simply_static_page=326
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/editor-rtl.css?simply_static_page=326
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 204752 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/editor-rtl.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c548366b2-zRwkpc.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/editor-rtl.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 2 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:bc96024bbcc4d2e922040e3d519ed405b14008af===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/admin.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:24; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c548381b3-5u7tqZ.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/admin.css?simply_static_page=327
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/admin.css?simply_static_page=327
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 131355 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/admin.css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:143] Renaming temp file from /Applications/XAMPP/xamppfiles/temp/67a9c548381b3-5u7tqZ.tmp to /Applications/XAMPP/xamppfiles/htdocs/assignment/wordpress/wp-content/uploads/simply-static/temp-files/simply-static-1-1739179333/wp-content/plugins/elementor/assets/css/admin.css
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:151] Extracting URLs and replacing URLs in the static file
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:158] Adding 0 URLs to the queue
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:169] We're saving this URL; keeping the static file
[2025-02-10 09:22:16] [class-ss-page.php:119] Checking Content Identical:51756d3877d6a64db35399582419ae77390f3ecc===. Value: FALSE
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:72] URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css
[2025-02-10 09:22:16] [class-ss-task.php:58] [PAGES STATUS] Remaining:23; Total: 925
[2025-02-10 09:22:16] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: /Applications/XAMPP/xamppfiles/temp/67a9c54839ec6-rQoOyZ.tmp
[2025-02-10 09:22:16] [class-ss-page-handler.php:38] URL Prepared:http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css?simply_static_page=328
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/assignment/wordpress/wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css?simply_static_page=328
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:103] Filesize: 9623 bytes
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-02-10 09:22:16] [class-ss-url-fetcher.php:233] New filename for static page: wp-content/plugins/elementor/assets/css/widget-contact-buttons-var-10-rtl.min.css
